name,mos
Bush_r01.ply,0.4118333
Bush_r02.ply,0.398811224
Bush_r03.ply,0.719120828
Bush_r04.ply,0.415637183
Bush_r05.ply,0.468956264
Bush_r06.ply,0.713162651
Bush_r07.ply,0.443286547
Bush_r08.ply,0.498777119
Bush_r09.ply,0.750822702
Bush_r10.ply,0.375364371
Bush_r11.ply,0.384967777
Bush_r12.ply,0.407355684
Bush_r13.ply,0.36386778
Bush_r14.ply,0.416971139
Bush_r15.ply,0.681909805
Bush_r16.ply,0.413287731
Bush_r17.ply,0.59073565
Facade_r01.ply,0.416018129
Facade_r02.ply,0.516276316
Facade_r03.ply,0.845574239
Facade_r04.ply,0.46814995
Facade_r05.ply,0.572962286
Facade_r06.ply,0.846989842
Facade_r07.ply,0.475776208
Facade_r08.ply,0.620732889
Facade_r09.ply,0.843695337
Facade_r10.ply,0.414477546
Facade_r11.ply,0.443375026
Facade_r12.ply,0.445206311
Facade_r13.ply,0.382556818
Facade_r14.ply,0.506384981
Facade_r15.ply,0.820417199
Facade_r16.ply,0.446146596
Facade_r17.ply,0.708588292
Grass_r01.ply,0.38023497
Grass_r02.ply,0.473186166
Grass_r03.ply,0.588662743
Grass_r04.ply,0.470133822
Grass_r05.ply,0.491596439
Grass_r06.ply,0.644115807
Grass_r07.ply,0.529099652
Grass_r08.ply,0.578698255
Grass_r09.ply,0.720277107
Grass_r10.ply,0.413818209
Grass_r11.ply,0.477119362
Grass_r12.ply,0.525043107
Grass_r13.ply,0.393173405
Grass_r14.ply,0.411117171
Grass_r15.ply,0.541339943
Grass_r16.ply,0.450299137
Grass_r17.ply,0.627648642
House_r01.ply,0.39638599
House_r02.ply,0.397502507
House_r03.ply,0.669011055
House_r04.ply,0.390676735
House_r05.ply,0.415516389
House_r06.ply,0.649262055
House_r07.ply,0.375334309
House_r08.ply,0.443908574
House_r09.ply,0.664475231
House_r10.ply,0.358103316
House_r11.ply,0.370594759
House_r12.ply,0.373453762
House_r13.ply,0.35941025
House_r14.ply,0.404651034
House_r15.ply,0.648925235
House_r16.ply,0.3885724
House_r17.ply,0.567285564
Longdress_r01.ply,0.351774005
Longdress_r02.ply,0.4394872
Longdress_r03.ply,0.714208541
Longdress_r04.ply,0.427092752
Longdress_r05.ply,0.484917281
Longdress_r06.ply,0.680461301
Longdress_r07.ply,0.542115013
Longdress_r08.ply,0.60029705
Longdress_r09.ply,0.730032355
Longdress_r10.ply,0.380159904
Longdress_r11.ply,0.449575395
Longdress_r12.ply,0.535246138
Longdress_r13.ply,0.353761294
Longdress_r14.ply,0.416684335
Longdress_r15.ply,0.662442728
Longdress_r16.ply,0.391103969
Longdress_r17.ply,0.593049614
Loot_r01.ply,0.373986454
Loot_r02.ply,0.563452775
Loot_r03.ply,0.767415684
Loot_r04.ply,0.376639454
Loot_r05.ply,0.60702318
Loot_r06.ply,0.794519333
Loot_r07.ply,0.538442777
Loot_r08.ply,0.631966884
Loot_r09.ply,0.828361201
Loot_r10.ply,0.346046342
Loot_r11.ply,0.359279129
Loot_r12.ply,0.534218104
Loot_r13.ply,0.35760711
Loot_r14.ply,0.559489261
Loot_r15.ply,0.785953126
Loot_r16.ply,0.417871875
Loot_r17.ply,0.718639107
Nike_r01.ply,0.383868252
Nike_r02.ply,0.425378783
Nike_r03.ply,0.669500295
Nike_r04.ply,0.416618993
Nike_r05.ply,0.463596272
Nike_r06.ply,0.671034884
Nike_r07.ply,0.525612727
Nike_r08.ply,0.558496729
Nike_r09.ply,0.661178314
Nike_r10.ply,0.39243631
Nike_r11.ply,0.423637692
Nike_r12.ply,0.485870161
Nike_r13.ply,0.410884824
Nike_r14.ply,0.424771432
Nike_r15.ply,0.744314054
Nike_r16.ply,0.401621306
Nike_r17.ply,0.522601588
Phil_r01.ply,0.404379823
Phil_r02.ply,0.426546968
Phil_r03.ply,0.523218409
Phil_r04.ply,0.431607943
Phil_r05.ply,0.446785445
Phil_r06.ply,0.549653989
Phil_r07.ply,0.524931425
Phil_r08.ply,0.540557647
Phil_r09.ply,0.6260463
Phil_r10.ply,0.415895166
Phil_r11.ply,0.399925623
Phil_r12.ply,0.522232729
Phil_r13.ply,0.392836785
Phil_r14.ply,0.412772314
Phil_r15.ply,0.54946664
Phil_r16.ply,0.421311449
Phil_r17.ply,0.522659187
RedAndBlack_r01.ply,0.319999602
RedAndBlack_r02.ply,0.422415648
RedAndBlack_r03.ply,0.75351279
RedAndBlack_r04.ply,0.384910131
RedAndBlack_r05.ply,0.501510879
RedAndBlack_r06.ply,0.752852842
RedAndBlack_r07.ply,0.570960162
RedAndBlack_r08.ply,0.559932272
RedAndBlack_r09.ply,0.780376187
RedAndBlack_r10.ply,0.34300259
RedAndBlack_r11.ply,0.409672528
RedAndBlack_r12.ply,0.541593255
RedAndBlack_r13.ply,0.309204963
RedAndBlack_r14.ply,0.355716475
RedAndBlack_r15.ply,0.749551424
RedAndBlack_r16.ply,0.387155696
RedAndBlack_r17.ply,0.607475479
Ricardo_r01.ply,0.388078082
Ricardo_r02.ply,0.464501281
Ricardo_r03.ply,0.636571164
Ricardo_r04.ply,0.420846231
Ricardo_r05.ply,0.444741059
Ricardo_r06.ply,0.650232024
Ricardo_r07.ply,0.494149586
Ricardo_r08.ply,0.565415889
Ricardo_r09.ply,0.683446425
Ricardo_r10.ply,0.388072166
Ricardo_r11.ply,0.422517974
Ricardo_r12.ply,0.489064832
Ricardo_r13.ply,0.370478734
Ricardo_r14.ply,0.411253453
Ricardo_r15.ply,0.660307416
Ricardo_r16.ply,0.398619787
Ricardo_r17.ply,0.574929615
RomanOillamp_r01.ply,0.361387494
RomanOillamp_r02.ply,0.48922322
RomanOillamp_r03.ply,0.817433212
RomanOillamp_r04.ply,0.393915388
RomanOillamp_r05.ply,0.474695584
RomanOillamp_r06.ply,0.835799329
RomanOillamp_r07.ply,0.486990303
RomanOillamp_r08.ply,0.554946236
RomanOillamp_r09.ply,0.841111326
RomanOillamp_r10.ply,0.345365585
RomanOillamp_r11.ply,0.401129628
RomanOillamp_r12.ply,0.458059554
RomanOillamp_r13.ply,0.372726186
RomanOillamp_r14.ply,0.450338359
RomanOillamp_r15.ply,0.783520252
RomanOillamp_r16.ply,0.421107855
RomanOillamp_r17.ply,0.671630649
Sarah_r01.ply,0.374414953
Sarah_r02.ply,0.369062211
Sarah_r03.ply,0.505601324
Sarah_r04.ply,0.435566177
Sarah_r05.ply,0.456017321
Sarah_r06.ply,0.528241803
Sarah_r07.ply,0.527937629
Sarah_r08.ply,0.543916029
Sarah_r09.ply,0.618100061
Sarah_r10.ply,0.386718365
Sarah_r11.ply,0.44028623
Sarah_r12.ply,0.548100848
Sarah_r13.ply,0.402514715
Sarah_r14.ply,0.405067814
Sarah_r15.ply,0.501830215
Sarah_r16.ply,0.359322667
Sarah_r17.ply,0.531371536
Soldier_r01.ply,0.328365392
Soldier_r02.ply,0.486386518
Soldier_r03.ply,0.72943829
Soldier_r04.ply,0.392602946
Soldier_r05.ply,0.569066476
Soldier_r06.ply,0.757590647
Soldier_r07.ply,0.433055421
Soldier_r08.ply,0.610025496
Soldier_r09.ply,0.75889642
Soldier_r10.ply,0.337164733
Soldier_r11.ply,0.367934967
Soldier_r12.ply,0.435308863
Soldier_r13.ply,0.333690774
Soldier_r14.ply,0.49026156
Soldier_r15.ply,0.73711483
Soldier_r16.ply,0.404574182
Soldier_r17.ply,0.634118272
The20sMaria_r01.ply,0.349670223
The20sMaria_r02.ply,0.382963807
